setKey,cardNumber,player,team,subset,variant
base,188,Allan Anderson,Minnesota Twins,,
base,189,Kurt Stillwell,Kansas City Royals,,
base,190,Jose Oquendo,St. Louis Cardinals,,
base,191,Joe Orsulak,Baltimore Orioles,,
base,192,Ricky Jordan,Philadelphia Phillies,,
base,193,Kelly Downs,San Francisco Giants,,
base,194,Delino DeShields,Montreal Expos,,
base,195,Omar Vizquel,Seattle Mariners,,
base,196,Mark Carreon,New York Mets,,
base,197,Mike Harkey,Chicago Cubs,,
base,198,Jack Howell,California Angels,,
base,199,Lance Johnson,Chicago White Sox,,
base,200,Nolan Ryan,Texas Rangers,,Tuxedo portrait
base,201,John Marzano,Boston Red Sox,,
base,202,Doug Drabek,Pittsburgh Pirates,,
base,203,Mark Lemke,Atlanta Braves,,
base,204,Steve Sax,New York Yankees,,
base,205,Greg Harris,San Diego Padres,,
base,206,B.J. Surhoff,Milwaukee Brewers,,
base,207,Todd Burns,Oakland Athletics,,
base,208,Jose Gonzalez,Los Angeles Dodgers,,
base,209,Mike Scott,Houston Astros,,
base,210,Dave Magadan,New York Mets,,
base,211,Dante Bichette,California Angels,,
base,212,Trevor Wilson,San Francisco Giants,,
base,213,Hector Villanueva,Chicago Cubs,,
base,214,Dan Pasqua,Chicago White Sox,,
base,215,Greg Colbrunn RC,Montreal Expos,,
base,216,Mike Jeffcoat,Texas Rangers,,
base,217,Harold Reynolds,Seattle Mariners,,
base,218,Paul O'Neill,Cincinnati Reds,,
base,219,Mark Guthrie,Minnesota Twins,,
base,220,Barry Bonds,Pittsburgh Pirates,,
base,221,Jimmy Key,Toronto Blue Jays,,
base,222,Billy Ripken,Baltimore Orioles,,
base,223,Tom Pagnozzi,St. Louis Cardinals,,
base,224,Bo Jackson,Kansas City Royals,,
base,225,Sid Fernandez,New York Mets,,
base,226,Mike Marshall,Boston Red Sox,,
base,227,John Kruk,Philadelphia Phillies,,
base,228,Mike Fetters,California Angels,,
base,229,Eric Anthony,Houston Astros,,
base,230,Ryne Sandberg,Chicago Cubs,,
base,231,Carney Lansford,Oakland Athletics,,
base,232,Melido Perez,Chicago White Sox,,
base,233,Jose Lind,Pittsburgh Pirates,,
base,234,Darryl Hamilton,Milwaukee Brewers,,
base,235,Tom Browning,Cincinnati Reds,,
base,236,Spike Owen,Montreal Expos,,
base,237,Juan Gonzalez,Texas Rangers,,
base,238,Felix Fermin,Cleveland Indians,,
base,239,Keith Miller,New York Mets,,
base,240,Mark Gubicza,Kansas City Royals,,
base,241,Kent Anderson,California Angels,,
base,242,Alvaro Espinoza,New York Yankees,,
base,243,Dale Murphy,Philadelphia Phillies,,
base,244,Orel Hershiser,Los Angeles Dodgers,,
base,245,Paul Molitor,Milwaukee Brewers,,
base,246,Ed Whitson,San Diego Padres,,
base,247,Joe Girardi,Chicago Cubs,,
base,248,Kent Hrbek,Minnesota Twins,,
base,249,Bill Sampen,Montreal Expos,,
base,250,Kevin Mitchell,San Francisco Giants,,
base,251,Mariano Duncan,Cincinnati Reds,,
base,252,Scott Bradley,Seattle Mariners,,
base,253,Mike Greenwell,Boston Red Sox,,
base,254,Tom Gordon,Kansas City Royals,,
base,255,Todd Zeile,St. Louis Cardinals,,
base,256,Bobby Thigpen,Chicago White Sox,,
base,257,Gregg Jefferies,New York Mets,,
base,258,Kenny Rogers,Texas Rangers,,
base,259,Shane Mack,Minnesota Twins,,
base,260,Zane Smith,Pittsburgh Pirates,,
base,261,Mitch Williams,Chicago Cubs,,
base,262,Jim Deshaies,Houston Astros,,
base,263,Dave Winfield,California Angels,,
base,264,Ben McDonald,Baltimore Orioles,,
base,265,Randy Ready,Philadelphia Phillies,,
base,266,Pat Borders,Toronto Blue Jays,,
base,267,Jose Uribe,San Francisco Giants,,
base,268,Derek Lilliquist,San Diego Padres,,
base,269,Greg Brock,Milwaukee Brewers,,
base,270,"Ken Griffey, Jr.",Seattle Mariners,,
base,271,Jeff Gray RC,Boston Red Sox,,
base,272,Danny Tartabull,Kansas City Royals,,
base,273,Dennis Martinez,Montreal Expos,,
base,274,Robin Ventura,Chicago White Sox,,
base,275,Randy Myers,Cincinnati Reds,,
base,276,Jack Daugherty,Texas Rangers,,
base,277,Greg Gagne,Minnesota Twins,,
base,278,Jay Howell,Los Angeles Dodgers,,
base,279,Mike LaValliere,Pittsburgh Pirates,,
base,280,Rex Hudler,St. Louis Cardinals,,
base,281,Mike Simms RC,Houston Astros,,
base,282,Kevin Maas,New York Yankees,,
base,283,Jeff Ballard,Baltimore Orioles,,
base,284,Dave Henderson,Oakland Athletics,,
base,285,Pete O'Brien,Seattle Mariners,,
base,286,Brook Jacoby,Cleveland Indians,,
base,287,Mike Henneman,Detroit Tigers,,
base,288,Greg Olson,Atlanta Braves,,
base,289,Greg Myers,Toronto Blue Jays,,
base,290,Mark Grace,Chicago Cubs,,
base,291,Shawn Abner,San Diego Padres,,
base,292,Frank Viola,New York Mets,,
base,293,Lee Stevens,California Angels,,
base,294,Jason Grimsley,Philadelphia Phillies,,
base,295,Matt Williams,San Francisco Giants,,
base,296,Ron Robinson,Milwaukee Brewers,,
base,297,Tom Brunansky,Boston Red Sox,,
base,298,Checklist 1-100,,Checklist,
base,299,Checklist 101-200,,Checklist,
base,300,Checklist 201-300,,Checklist,
base,301,Darryl Strawberry,Los Angeles Dodgers,,
base,302,Bud Black,San Francisco Giants,,
base,303,Harold Baines,Oakland Athletics,,
base,304,Roberto Alomar,Toronto Blue Jays,,
base,305,Norm Charlton,Cincinnati Reds,,
base,306,Gary Thurman,Kansas City Royals,,
base,307,Mike Felder,San Francisco Giants,,
base,308,Tony Gwynn,San Diego Padres,,
base,309,Roger Clemens,Boston Red Sox,,
base,310,Andre Dawson,Chicago Cubs,,
base,311,Scott Radinsky,Chicago White Sox,,
base,312,Bob Melvin,Baltimore Orioles,,
base,313,Kirk McCaskill,California Angels,,
base,314,Pedro Guerrero,St. Louis Cardinals,,
base,315,Walt Terrell,Detroit Tigers,,
base,316,Sam Horn,Baltimore Orioles,,
base,317,Wes Chamberlain RC,Philadelphia Phillies,,"Uncorrected error: Card is listed as 1989 Debut, should be 1990 Debut"
base,318,Pedro Munoz RC,Minnesota Twins,,
base,319,Roberto Kelly,New York Yankees,,
base,320,Mark Portugal,Houston Astros,,
base,321,Tim McIntosh,Milwaukee Brewers,,
base,322,Jesse Orosco,Cleveland Indians,,
base,323,Gary Green,Texas Rangers,,
base,324,Greg Harris,Boston Red Sox,,
base,325,Hubie Brooks,New York Mets,,
base,326,Chris Nabholz RC,Montreal Expos,,
base,327,Terry Pendleton,Atlanta Braves,,
base,328,Eric King,Cleveland Indians,,
base,329,Chili Davis,Minnesota Twins,,
base,330,Anthony Telford RC,Baltimore Orioles,,
base,331,Kelly Gruber,Toronto Blue Jays,,
base,332,Dennis Eckersley,Oakland Athletics,,
base,333,Mel Hall,New York Yankees,,
base,334,Bob Kipper,Pittsburgh Pirates,,
base,335,Willie McGee,San Francisco Giants,,
base,336,Steve Olin,Cleveland Indians,,
base,337,Steve Buechele,Texas Rangers,,
base,338,Scott Leius,Minnesota Twins,,
base,339,Hal Morris,Cincinnati Reds,,
base,340,Jose Offerman,Los Angeles Dodgers,,
base,341,Kent Mercker,Atlanta Braves,,
base,342,"Ken Griffey, Sr.",Seattle Mariners,,
base,343,Pete Harnisch,Houston Astros,,
base,344,Kirk Gibson,Kansas City Royals,,
base,345,Dave Smith,Chicago Cubs,,
base,346,Dave Martinez,Montreal Expos,,
base,347,Atlee Hammaker,San Diego Padres,,
base,348,Brian Downing,Texas Rangers,,
base,349,Todd Hundley,New York Mets,,
base,350,Candy Maldonado,Milwaukee Brewers,,
base,351,Dwight Evans,Baltimore Orioles,,
base,352,Steve Searcy,Detroit Tigers,,
base,353,Gary Gaetti,California Angels,,
base,354,Jeff Reardon,Boston Red Sox,,
base,355,Travis Fryman,Detroit Tigers,,
base,356,Dave Righetti,San Francisco Giants,,
base,357,Fred McGriff,San Diego Padres,,
base,358,Don Slaught,Pittsburgh Pirates,,
base,359,Gene Nelson,Oakland Athletics,,
base,360,Billy Spiers,Milwaukee Brewers,,
base,361,Lee Guetterman,New York Yankees,,
base,362,Darren Lewis,San Francisco Giants,,
base,363,Duane Ward,Toronto Blue Jays,,
base,364,Lloyd Moseby,Detroit Tigers,,
base,365,John Smoltz,Atlanta Braves,,
base,366,Felix Jose,St. Louis Cardinals,,
base,367,David Cone,New York Mets,,
base,368,Wally Backman,Philadelphia Phillies,,
base,369,Jeff Montgomery,Kansas City Royals,,
base,370,Rich Garces RC,Minnesota Twins,,
base,371,Billy Hatcher,Cincinnati Reds,,
base,372,Bill Swift,Seattle Mariners,,
base,373,Jim Eisenreich,Kansas City Royals,,
base,374,Rob Ducey,Toronto Blue Jays,,
base,375,Tim Crews,Los Angeles Dodgers,,
base,376,Steve Finley,Houston Astros,,
base,377,Jeff Blauser,Atlanta Braves,,
base,378,Willie Wilson,Oakland Athletics,,
base,379,Gerald Perry,St. Louis Cardinals,,
base,380,Jose Mesa,Baltimore Orioles,,
base,381,Pat Kelly RC,New York Yankees,,
base,382,Matt Merullo,Chicago White Sox,,
base,383,Ivan Calderon,Montreal Expos,,
base,384,Scott Chiamparino,Texas Rangers,,
base,385,Lloyd McClendon,Pittsburgh Pirates,,
base,386,Dave Bergman,Detroit Tigers,,
base,387,Ed Sprague,Toronto Blue Jays,,
base,388,Jeff Bagwell RC,Houston Astros,,
base,389,Brett Butler,Los Angeles Dodgers,,
base,390,Larry Andersen,San Diego Padres,,
base,391,Glenn Davis,Baltimore Orioles,,
base,392,Alex Cole,Cleveland Indians,,Error: Front Photo is Otis Nixon
base,393,Mike Heath,Atlanta Braves,,
base,394,Danny Darwin,Boston Red Sox,,
base,395,Steve Lake,Philadelphia Phillies,,
base,396,Tim Layana,Cincinnati Reds,,
base,397,Terry Leach,Minnesota Twins,,
base,398,Bill Wegman,Milwaukee Brewers,,
base,399,Mark McGwire,Oakland Athletics,,
base,400,Mike Boddicker,Kansas City Royals,,
base,401,Steve Howe,New York Yankees,,
base,402,Bernard Gilkey,St. Louis Cardinals,,
base,403,Thomas Howard,San Diego Padres,,
base,404,Rafael Belliard,Atlanta Braves,,
base,405,Tom Candiotti,Cleveland Indians,,
base,406,Rene Gonzales,Toronto Blue Jays,,
base,407,Chuck McElroy,Chicago Cubs,,
base,408,Paul Sorrento,Minnesota Twins,,
base,409,Randy Johnson,Seattle Mariners,,
base,410,Brady Anderson,Baltimore Orioles,,
base,411,Dennis Cook,Los Angeles Dodgers,,
base,412,Mickey Tettleton,Detroit Tigers,,
base,413,Mike Stanton,Atlanta Braves,,
base,414,Ken Oberkfell,Houston Astros,,
base,415,Rick Honeycutt,Oakland Athletics,,
base,416,Nelson Santovenia,Montreal Expos,,
base,417,Bob Tewksbury,St. Louis Cardinals,,
base,418,Brent Mayne,Kansas City Royals,,
base,419,Steve Farr,New York Yankees,,
base,420,Phil Stephenson,San Diego Padres,,
base,421,Jeff Russell,Texas Rangers,,
base,422,Chris James,Cleveland Indians,,
base,423,Tim Leary,New York Yankees,,
base,424,Gary Carter,Los Angeles Dodgers,,
base,425,Glenallen Hill,Toronto Blue Jays,,
base,426,Matt Young,Boston Red Sox,,"Uncorrected error: Rookie is 84TT, listed as 83TT"
base,427,Sid Bream,Atlanta Braves,,
base,428,Greg Swindell,Cleveland Indians,,
base,429,Scott Aldred,Detroit Tigers,,
base,430,"Cal Ripken, Jr.",Baltimore Orioles,,
base,431,Bill Landrum,Pittsburgh Pirates,,
base,432,Earnest Riles,Oakland Athletics,,
base,433,Danny Jackson,Chicago Cubs,,
base,434,Casey Candaele,Houston Astros,,
base,435,Ken Hill,St. Louis Cardinals,,
base,436,Jaime Navarro,Milwaukee Brewers,,
base,437,Lance Blankenship,Oakland Athletics,,
base,438,Randy Velarde,New York Yankees,,
base,439,Frank DiPino,St. Louis Cardinals,,
base,440,Carl Nichols,Houston Astros,,
base,441,Jeff M. Robinson,Baltimore Orioles,,
base,442,Deion Sanders,Atlanta Braves,,
base,443,Vicente Palacios,Pittsburgh Pirates,,
base,444,Devon White,Toronto Blue Jays,,
base,445,John Cerutti,Detroit Tigers,,
base,446,Tracy Jones,Seattle Mariners,,
base,447,Jack Morris,Minnesota Twins,,
base,448,Mitch Webster,Pittsburgh Pirates,,
base,449,Bob Ojeda,Los Angeles Dodgers,,
base,450,Oscar Azocar,San Diego Padres,,
base,451,Luis Aquino,Kansas City Royals,,
base,452,Mark Whiten,Toronto Blue Jays,,
base,453,Stan Belinda,Pittsburgh Pirates,,
base,454,Ron Gant,Atlanta Braves,,
base,455,Jose DeLeon,St. Louis Cardinals,,
base,456,Mark Salas,Detroit Tigers,,"Uncorrected error: Rookie is 85T, listed as 86T"
base,457,Junior Felix,California Angels,,
base,458,Wally Whitehurst,New York Mets,,
base,459,Phil Plantier RC,Boston Red Sox,,
base,460,Juan Berenguer,Atlanta Braves,,
base,461,Franklin Stubbs,Milwaukee Brewers,,
base,462,Joe Boever,Philadelphia Phillies,,
base,463,Tim Wallach,Montreal Expos,,
base,464,Mike Moore,Oakland Athletics,,
base,465,Albert Belle,Cleveland Indians,,
base,466,Mike Witt,New York Yankees,,
base,467,Craig Worthington,Baltimore Orioles,,
base,468,Jerald Clark,San Diego Padres,,
base,469,Scott Terry,St. Louis Cardinals,,
base,470,Milt Cuyler,Detroit Tigers,,
base,471,John Smiley,Pittsburgh Pirates,,
base,472,Charles Nagy,Cleveland Indians,,
base,473,Alan Mills,New York Yankees,,
base,474,John Russell,Texas Rangers,,
base,475,Bruce Hurst,San Diego Padres,,
base,476,Andujar Cedeno,Houston Astros,,
base,477,Dave Eiland,New York Yankees,,
base,478,Brian McRae RC,Kansas City Royals,,
base,479,Mike LaCoss,San Francisco Giants,,
base,480,Chris Gwynn,Los Angeles Dodgers,,
base,481,Jamie Moyer,St. Louis Cardinals,,
base,482,John Olerud,Toronto Blue Jays,,
base,483,Efrain Valdez RC,Cleveland Indians,,
base,484,Sil Campusano,Philadelphia Phillies,,
base,485,Pascual Perez,New York Yankees,,
base,486,Gary Redus,Pittsburgh Pirates,,
base,487,Andy Hawkins,Oakland Athletics,,
base,488,Cory Snyder,Chicago White Sox,,
base,489,Chris Hoiles,Baltimore Orioles,,
base,490,Ron Hassey,Montreal Expos,,
base,491,Gary Wayne,Minnesota Twins,,
base,492,Mark Lewis,Cleveland Indians,,
base,493,Scott Coolbaugh,San Diego Padres,,
base,494,Gerald Young,Houston Astros,,
base,495,Juan Samuel,Los Angeles Dodgers,,
base,496,Willie Fraser,Toronto Blue Jays,,
base,497,Jeff Treadway,Atlanta Braves,,
base,498,Vince Coleman,New York Mets,,
base,499,Cris Carpenter,St. Louis Cardinals,,
base,500,Jack Clark,Boston Red Sox,,
base,501,Kevin Appier,Kansas City Royals,,
base,502,Rafael Palmeiro,Texas Rangers,,
base,503,Hensley Meulens,New York Yankees,,
base,504,George Bell,Chicago Cubs,,
base,505,Tony Pena,Boston Red Sox,,
base,506,Roger McDowell,Philadelphia Phillies,,
base,507,Luis Sojo,California Angels,,
base,508,Mike Schooler,Seattle Mariners,,
base,509,Robin Yount,Milwaukee Brewers,,
base,510,Jack Armstrong,Cincinnati Reds,,
base,511,Rick Cerone,New York Mets,,
base,512,Curt Wilkerson,Pittsburgh Pirates,,
base,513,Joe Carter,Toronto Blue Jays,,
base,514,Tim Burke,Montreal Expos,,
base,515,Tony Fernandez,San Diego Padres,,
base,516,Ramon Martinez,Los Angeles Dodgers,,
base,517,Tim Hulett,Baltimore Orioles,,
base,518,Terry Steinbach,Oakland Athletics,,
base,519,Pete Smith,Atlanta Braves,,
base,520,Ken Caminiti,Houston Astros,,
base,521,Shawn Boskie,Chicago Cubs,,
base,522,Mike Pagliarulo,Minnesota Twins,,
base,523,Tim Raines,Chicago White Sox,,
base,524,Alfredo Griffin,Los Angeles Dodgers,,
base,525,Henry Cotto,Seattle Mariners,,
base,526,Mike Stanley,Texas Rangers,,
base,527,Charlie Leibrandt,Atlanta Braves,,
base,528,Jeff King,Pittsburgh Pirates,,
base,529,Eric Plunk,New York Yankees,,
base,530,Tom Lampkin,San Diego Padres,,
base,531,Steve Bedrosian,Minnesota Twins,,
base,532,Tom Herr,New York Mets,,
base,533,Craig Lefferts,San Diego Padres,,
base,534,Jeff Reed,Cincinnati Reds,,
base,535,Mickey Morandini,Philadelphia Phillies,,
base,536,Greg Cadaret,New York Yankees,,
base,537,Ray Lankford,St. Louis Cardinals,,
base,538,John Candelaria,Los Angeles Dodgers,,
base,539,Rob Deer,Detroit Tigers,,
base,540,Brad Arnsberg,Texas Rangers,,
base,541,Mike Sharperson,Los Angeles Dodgers,,
base,542,Jeff D. Robinson,California Angels,,
base,543,Mo Vaughn,Boston Red Sox,,
base,544,Jeff Parrett,Atlanta Braves,,
base,545,Willie Randolph,Milwaukee Brewers,,
base,546,Herm Winningham,Cincinnati Reds,,
base,547,Jeff Innis,New York Mets,,
base,548,Chuck Knoblauch,Minnesota Twins,,
base,549,Tommy Greene,Philadelphia Phillies,,"Uncorrected error: was born in North Carolina, listed as South Carolina"
base,550,Jeff Hamilton,Los Angeles Dodgers,,
base,551,Barry Jones,Montreal Expos,,
base,552,Ken Dayley,Toronto Blue Jays,,
base,553,Rick Dempsey,Milwaukee Brewers,,
base,554,Greg Smith,Los Angeles Dodgers,,
base,555,Mike Devereaux,Baltimore Orioles,,
base,556,Keith Comstock,Seattle Mariners,,
base,557,Paul Faries RC,San Diego Padres,,
base,558,Tom Glavine,Atlanta Braves,,
base,559,Craig Grebeck,Chicago White Sox,,
base,560,Scott Erickson,Minnesota Twins,,
base,561,Joel Skinner,Cleveland Indians,,
base,562,Mike Morgan,Los Angeles Dodgers,,
base,563,Dave Gallagher,California Angels,,
base,564,Todd Stottlemyre,Toronto Blue Jays,,
base,565,Rich Rodriguez RC,San Diego Padres,,
base,566,Craig Wilson RC,St. Louis Cardinals,,
base,567,Jeff Brantley,San Francisco Giants,,
base,568,Scott Kamieniecki RC,New York Yankees,,
base,569,Steve Decker RC,San Francisco Giants,,
base,570,Juan Agosto,St. Louis Cardinals,,
base,571,Tommy Gregg,Atlanta Braves,,
base,572,Kevin Wickander,Cleveland Indians,,
base,573,Jamie Quirk,Oakland Athletics,,
base,574,Jerry Don Gleaton,Detroit Tigers,,
base,575,Chris Hammond,Cincinnati Reds,,
base,576,Luis Gonzalez RC,Houston Astros,,
base,577,Russ Swan,Seattle Mariners,,
base,578,Jeff Conine RC,Kansas City Royals,,
base,579,Charlie Hough,Chicago White Sox,,
base,580,Jeff Kunkel,Texas Rangers,,
base,581,Darrel Akerfelds,Philadelphia Phillies,,
base,582,Jeff Manto,Cleveland Indians,,
base,583,Alejandro Pena,New York Mets,,
base,584,Mark Davidson,Houston Astros,,
base,585,Bob MacDonald RC,Toronto Blue Jays,,
base,586,Paul Assenmacher,Chicago Cubs,,
base,587,Dan Wilson RC,Cincinnati Reds,,
base,588,Tom Bolton,Boston Red Sox,,
base,589,Brian Harper,Minnesota Twins,,
